spell,old20,bnc,subtlex
stepsons,2.65,14,0
sterile,2.25,392,100
sterling,1.85,1724,49
stern,1.75,790,140
sterna,2.15,17,0
sterner,2,75,4
sternest,2.7,18,3
sternly,2.55,216,4
sternness,2.9,17,1
sterns,1.8,12,0
sternum,2.55,40,39
steroid,2.55,143,19
steroids,2.7,217,110
stespier,2.6,0,0
stess,1.75,0,0
stessrs,2.85,0,0
stested,1.9,0,0
stesties,2.7,0,0
stesting,1.9,0,0
stet,1.7,16,0
stets,1.75,0,0
stetson,2.5,28,0
stetsons,2.65,7,0
stetter,1.85,0,0
stetters,1.9,0,0
stetwan,2.95,0,0
stety,1.85,0,0
steve,1.75,4358,0
stevemess,3.45,0,0
stevoe,2.65,0,0
stevs,1.8,0,0
stew,1.45,345,267
steward,2.4,772,89
stewardess,3.5,66,133
stewards,2.55,598,15
stewardship,4.35,172,2
stewed,1.65,70,18
stewing,1.7,31,17
stewriedge,4.4,0,0
stewriest,2.75,0,0
stews,1.5,58,7
stex,1.75,0,0
stiaps,1.95,0,0
stib,1.8,0,0
stibucks,2.9,0,0
stibusts,3.3,0,0
stiching,1.9,0,1
stick,1.5,4357,4136
sticker,1.6,184,138
stickers,1.7,222,84
stickier,1.85,6,2
sticking,1.7,1067,711
stickler,1.65,28,41
sticklers,2.05,6,5
sticks,1.6,1183,626
sticktrer,2.9,0,0
sticktrers,3.25,0,0
sticky,1.85,842,266
stid,1.6,0,0
stide,1.7,0,0
stidect,2.9,0,0
stidects,2.95,0,0
stidesman,3.25,0,0
stids,1.8,0,0
stied,1.7,0,0
stien,1.95,0,0
stier,1.75,0,0
sties,1.7,10,0
stifal,2.45,0,0
stifals,2.65,0,0
stiff,1.7,1560,500
stiffen,2.1,109,10
stiffened,2.8,359,6
stiffens,2.45,29,10
stiffer,1.9,116,11
stiffest,2.5,18,2
stiffles,1.9,0,0
stiffly,2.4,463,2
stiffness,2.7,240,9
stiffs,1.7,29,46
stifle,1.85,194,11
stifled,1.85,286,19
stifles,1.85,25,12
stifling,1.95,214,17
stifting,1.8,0,0
stifts,1.7,0,0
stifty,1.95,0,0
stifune,2.95,0,0
stifute,2.9,0,0
stiglex,2.65,0,0
stigling,1.9,0,0
stigma,2.8,276,25
stigmas,2.8,9,0
stile,1.5,227,0
stiles,1.5,47,1
stilkwall,3.95,0,0
stilkwork,3.65,0,0
stilky,1.85,0,0
still,1.5,74773,36992
stillbirth,4.45,29,0
stillbirths,4.7,22,4
stillborn,3.7,59,15
stilled,1.6,118,5
stiller,1.9,8,0
stillest,2.25,2,0
stilling,1.7,22,1
stillis,2.1,0,0
stillised,2.95,0,0
stillness,2.6,373,21
stills,1.5,106,24
stilly,1.8,4,3
stilt,1.65,14,1
stilted,1.85,101,8
stilton,2.7,86,0
stilts,1.75,86,17
stilwatch,3.8,0,0
stimand,2.85,0,0
stimes,1.85,0,0
stimies,2.3,0,0
stimper,1.9,0,0
stimpers,1.9,0,0
stimps,1.8,0,0
stin,1.35,0,2
stinch,1.85,0,0
stinched,2,0,0
stincmess,2.95,0,0
stindies,2.4,0,0
stinding,1.8,0,0
stines,1.45,0,0
sting,1.3,579,289
stinger,1.7,9,27
stingers,1.75,5,25
stinging,1.65,261,40
stingless,2.3,9,0
stingo,1.85,2,0
stingray,2.9,27,4
stingrays,3.5,9,1
stings,1.5,111,75
stingy,1.8,36,56
stinhet,2.75,0,0
stinhets,2.8,0,0
stink,1.6,212,646
stinker,1.75,34,99
stinkers,1.75,7,7
stinking,1.75,223,448
stinkmess,2.9,0,0
stinks,1.7,119,599
stinky,1.75,14,113
stins,1.2,0,0
stint,1.6,228,36
stinted,1.8,9,0
stinting,1.8,5,2
stints,1.65,29,2
stipend,2.65,53,22
stipends,2.8,38,0
stiple,1.8,0,0
stiples,1.8,0,0
stipoms,2.95,0,0
stipped,1.5,0,0
stipple,1.95,8,1
stippled,1.85,14,1
stippling,2.05,10,10
stiptyars,3.85,0,0
stiptyth,3.85,0,0
stir,1.75,1192,274
stirds,1.95,0,0
stire,1.5,0,0
stirebiants,4.85,0,0
stirebiors,4.05,0,0
stires,1.5,0,0
stiresorn,3.85,0,0
stirked,1.85,0,0
stirping,1.95,0,0
stirred,1.85,950,122
stirrer,2.15,22,4
stirrers,2.5,4,0
stirring,1.9,740,124
stirrup,2.6,72,12
stirrups,2.75,64,19
stirs,1.8,102,34
stirt,1.65,0,0
stirtly,2.35,0,0
stished,1.95,0,0
stishing,1.95,0,0
stising,2,0,0
stisswalled,4.4,0,0
stissware,3.9,0,0
stissy,2.4,0,0
stist,1.9,0,0
stitch,1.9,893,171
stitched,1.9,211,50
stitches,1.85,987,245
stitching,2.05,206,31
stite,1.7,0,0
stitle,1.85,0,0
stitles,1.85,0,0
stits,1.4,0,0
stitter,1.8,0,0
stitting,1.7,0,0
stiude,2.35,0,0
stiuesced,3.85,0,0
stiults,2.45,0,0
stiuncts,2.9,0,0
stive,1.75,0,0
stiyr,1.95,0,0
stiyrs,1.95,0,0
stoad,1.8,0,0
stoal,1.8,0,0
stoans,1.95,0,0
stoap,1.6,0,0
stoaps,1.6,0,0
stoat,1.9,44,1
stoats,1.95,26,0
stocceed,2.85,0,0
stock,1.55,8086,1228
stockade,2.65,78,72
stockades,2.7,3,2
stockdouse,3.8,0,0
stocked,1.8,319,62
stockier,1.95,10,0
stocking,1.65,587,129
stockings,2.35,487,185
stockist,2.35,71,0
stockists,2.7,140,0
stockles,1.95,0,0
stockman,2.85,52,1
stockmen,2.8,15,1
stockpaves,3.4,0,0
stockpile,2.9,91,21
stockpiled,3.35,33,2
stockpiles,3,55,5
stockpot,2.85,4,1
stockrole,3.25,0,0
stockroom,3.15,16,26
stockrooms,3.25,3,0
stocks,1.6,1706,192
stocksoled,3.6,0,0
stocky,1.85,192,6
stockyard,3.05,5,9
stockyards,3.3,5,11
stocoes,2.4,0,0
stode,1.65,0,0
stodellers,3.15,0,0
stodge,1.9,21,0
stodgy,2,51,8
stoep,1.65,0,0
stoeps,1.65,1,0
stoes,1.35,0,0
stoff,1.75,0,0
stoffed,1.85,0,0
stoflies,2.65,0,0
stofry,2.3,0,0
stoft,1.85,0,0
stoic,1.95,54,17
stoics,1.95,17,2
stoiling,1.85,0,0
stoils,1.75,0,0
stoined,1.9,0,0
stoke,1.45,611,10
stoked,1.5,59,36
stoker,1.75,78,6
stokers,1.85,7,4
stokes,1.4,197,1
stoking,1.65,36,5
stold,1.7,0,0
stole,1.45,934,2628
stolen,1.9,2855,1677
stoles,1.5,6,2
stolesound,4.2,0,0
stolid,1.95,68,2
stollap,2.9,0,0
stolloes,2.9,0,0
stom,1.65,0,0
stomach,2.85,3027,1691
stomached,2.9,3,1
stomachs,3.3,172,55
stomed,1.7,0,0
stomp,1.65,36,97
stomped,1.8,40,50
stompet,2.45,0,0
stompets,2.75,0,0
stomping,1.8,49,51
stomps,1.65,12,8
stond,1.75,0,0
stone,1.45,8249,1158
stoned,1.65,171,248
stonepink,3.5,0,0
stones,1.55,3278,495
stonewall,3.35,12,6
stonewalled,3.55,7,8
stoneware,3.45,28,2
stonework,3.65,158,1
stonging,1.8,0,0
stongs,1.8,0,0
stonier,2,23,3
stoning,1.75,27,4
stonked,1.85,0,0
stonts,1.8,0,0
stony,1.9,377,14
stoobed,1.9,0,0
stoobs,1.9,0,0
stood,1.85,13265,1284
stoods,1.8,0,0
stooge,1.85,22,56
stooged,1.85,1,0
stooges,2,33,18
stooging,1.95,4,0
stool,1.75,864,174
stoolage,2.7,0,0
stooled,1.85,0,0
stooler,2,0,0
stools,1.8,280,34
stooly,1.9,0,2
stoom,1.8,1,0
stooma,2.45,0,0
stoomas,2.7,0,0
stoomed,1.85,0,0
stoop,1.4,167,113
stooped,1.7,256,11
stooping,1.7,105,10
stoops,1.45,36,6
stoot,1.5,0,0
stootied,2.35,0,0
stooties,2.2,0,0
stop,1.35,15183,22076
stopbones,3.3,0,0
stopcock,3.6,43,0
stopcocks,3.65,5,0
stopgap,2.9,23,4
stopgaps,3.05,3,1
stopled,1.9,0,0
stoplet,2.4,0,0
stoplets,2.6,0,0
stopling,1.9,0,0
stopname,3.35,0,0
stoppage,2.75,143,12
stopped,1.55,9676,3786
stopper,1.8,67,22
stoppers,1.85,23,4
stopping,1.55,1683,1013
stoppings,2.2,3,0
stops,1.4,1601,1056
stopwatch,3.75,48,31
storage,2.35,2965,412
stord,1.65,0,0
stords,1.8,0,0
store,1.1,4425,4040
stored,1.4,2169,169
storehouse,3.35,91,16
storeroods,3.5,0,0
storeroom,3.2,78,81
storerooms,3.25,24,0
stores,1.15,2414,460
storetot,3.15,0,0
storey,1.7,409,13
storeys,1.9,266,16
storied,1.85,4,4
stories,1.9,4757,2175
storing,1.55,426,40
stork,1.7,91,40
storks,1.8,38,6
storky,1.7,0,1
storm,1.75,2371,1329
stormbound,3.9,3,0
stormed,1.9,468,57
stormier,2.15,3,0
storming,1.95,234,36
storms,1.8,501,104
stormy,1.8,369,55
story,1.7,13676,11048
stose,1.75,0,0
stosed,1.8,0,0
stosnap,2.95,0,0
stossers,2.8,0,0
stosses,1.95,0,0
stossing,1.95,0,0
stossless,2.95,0,0
stosts,1.95,0,0
stote,1.6,0,0
stoteller,2.9,0,0
stotelling,2.85,0,0
stothed,1.95,0,0
stothier,2.45,0,0
stoths,1.95,0,0
stoul,1.8,0,0
stouls,1.85,0,0
stoup,1.65,16,1
stoups,1.75,4,0
stout,1.6,584,40
stouter,1.95,31,0
stoutest,2.65,11,1
stoutly,2.65,90,2
stoutness,2.75,4,1
stove,1.6,615,377
stoveos,2.25,0,0
stovepipe,3.65,5,7
stoves,1.65,167,12
stow,1.55,137,33
stowage,2.65,30,0
stowaows,3.15,0,0
stowarned,2.95,0,0
stowath,2.65,0,0
stowed,1.55,119,33
stowing,1.55,28,2
stows,1.55,5,1
stoyed,1.75,0,0
stozed,1.8,0,0
strabbling,2.5,0,0
strabbly,2.8,0,0
straced,1.8,0,0
stracked,1.9,0,0
stract,1.85,0,0
strad,1.6,1,0
straddle,2.55,56,24
straddled,2.5,70,8
straddles,2.55,47,2
strads,1.75,0,0
strafe,1.85,14,4
strafed,1.8,24,5
strafes,1.9,0,2
strafing,1.9,24,10
straggle,1.9,40,1
straggled,2,25,2
straggler,1.95,10,12
stragglers,2.45,59,21
straggles,1.95,5,0
straggling,2.6,101,4
straggly,2.35,62,3
straids,1.85,0,0
straight,2.7,10007,5672
straightedge,3.8,2,1
straighten,2.7,234,472
straightened,3.15,634,188
straightens,2.65,21,6
straighter,2.7,78,29
straightest,2.9,18,7
straightness,3.25,14,1
straightway,3.7,9,0
strain,1.75,2559,354
strained,1.8,783,66
strainer,2.1,27,12
strainers,2.35,13,0
straining,1.85,456,35
strains,1.75,763,56
strainsmess,3.9,0,0
strairns,2.55,0,0
strait,1.85,184,4
straitened,3.3,31,0
straitlaced,4.1,7,1
straits,1.85,322,18
stralk,1.95,0,0
stram,1.6,0,0
stramble,2.2,0,0
strambled,2.25,0,0
strambles,2.15,0,0
strame,1.95,0,0
stramed,1.75,0,0
stramelards,4.4,0,0
stramn,1.95,0,0
stramnederge,5.05,0,0
strand,1.9,904,52
stranded,2.15,546,146
stranding,2.2,20,2
strands,1.95,802,27
strange,1.85,6628,3964
strangely,2.65,1016,181
strangeness,3.4,140,18
stranger,1.85,1544,1299
strangers,2.25,968,728
strangest,2.5,151,161
strangle,1.9,108,217
strangled,2.1,354,232
strangles,1.95,23,17
strangling,2.5,83,60
strans,1.7,0,0
strap,1.6,442,221
strapless,2.8,28,19
strapped,1.8,308,156
strappet,2.5,0,0
strapping,1.8,98,45
straps,1.6,449,64
strark,1.95,0,0
strarked,2.1,0,0
strarks,2.05,0,0
strars,1.8,0,0
strarts,1.9,0,0
strata,2,403,10
strathe,2.45,0,0
stratum,2.7,148,2
stravem,2.3,0,0
straw,1.8,1438,292
strawboard,3.7,7,0
strawed,1.85,0,0
strawks,2,0,0
straws,1.8,116,104
straxing,1.85,0,0
stray,1.65,542,256
strayed,1.8,206,48
straying,1.8,112,7
strays,1.7,88,59
streak,1.8,443,253
streaked,1.9,208,3
streaker,1.95,7,3
streaking,1.95,56,27
streaks,1.8,158,44
streaky,2.1,57,5
streal,1.85,0,0
streals,1.85,0,0
stream,1.8,2573,357
streamcar,3.1,0,0
streamed,1.8,179,8
streamer,1.85,32,1
streamers,2.2,94,19
streaming,1.9,362,41
streamlet,2.8,5,12
streamlets,3.05,4,0
streamline,2.95,168,16
streamlined,3.35,212,19
streamlines,3.3,4,0
streams,1.8,865,74
strear,1.9,0,0
strears,1.9,0,0
strebble,2.75,0,0
strebbled,2.8,0,0
strebbler,2.95,0,0
strebblers,3.1,0,0
strebbles,2.8,0,0
strebbling,2.8,0,0
strebs,1.9,0,0
streed,1.75,0,0
streeked,2.25,0,0
streeker,2.5,0,0
streekers,2.7,0,0
streeking,2.15,0,0
streemed,2.15,0,0
streeper,2.5,0,0
streeps,1.9,0,0
streepy,2.45,0,0
street,1.95,19614,5281
streetcar,3.6,15,46
streetlet,3.45,0,0
streetlets,3.6,0,0
streetline,3.75,0,0
streetlined,3.8,0,0
streetlines,3.8,0,0
streets,1.95,4941,1578
strelders,2.75,0,0
strelding,2.35,0,0
strelfth,3.35,0,0
strelled,2.1,0,0
strellest,2.85,0,0
stremed,1.9,0,0
strempers,2.7,0,0
strempy,2.75,0,0
strems,1.75,0,0
strength,2.8,7156,1825
strengthen,3.45,1203,72
strengthened,4.25,1098,18
strengthens,3.5,145,17
strengther,3.25,0,0
strengthway,4.4,0,0
strenuous,3.45,316,29
strepth,2.65,0,0
strer,1.8,0,0
stress,1.9,4870,755
stressed,2.4,2398,275
stresser,2.55,0,0
stresses,2.3,933,19
stressful,3.55,342,126
stressing,2.6,486,42
stressy,2.6,0,0
stretch,2.25,2541,604
stretcher,2.4,191,101
stretchers,2.6,70,16
stretches,2.1,653,44
stretching,2.65,1223,105
stretchy,2.6,25,19
streten,2.55,0,0
strethhold,3.9,0,0
strethholds,4.45,0,0
strethly,2.95,0,0
streting,1.95,0,0
strets,1.75,0,0
streve,1.9,0,0
strew,1.7,20,2
strewed,1.85,14,2
strewing,1.85,24,1
strewn,1.9,272,19
strews,1.6,3,0
strewth,2.55,34,1
striate,2.1,14,0
stricked,1.9,0,0
stricken,2.5,311,73
strict,2,2069,348
stricter,2.25,247,3
strictest,2.75,101,35
strictly,2.9,1988,432
strictness,2.95,23,1
stricture,2.65,159,2
strictures,2.85,282,5
strid,1.85,6,0
stride,1.6,604,75
strideer,2.55,0,0
strideing,2.55,0,0
strident,2.35,218,2
strides,1.8,323,39
striding,1.9,290,14
strife,1.75,292,63
striggy,2.5,0,0
strike,1.55,5682,1736
striker,1.8,1325,19
strikers,1.85,410,16
strikes,1.55,1734,460
striking,1.85,2633,214
strile,1.65,0,0
strim,1.8,0,0
strimble,2.75,0,0
strime,1.75,0,0
strimed,1.95,0,0
strimes,1.8,0,0
strimps,1.85,0,0
strin,1.7,0,0
strines,1.7,0,0
string,1.55,2819,595
stringent,2.5,488,6
stringing,1.85,73,27
strings,1.8,1453,405
stringy,1.85,64,18
strink,1.85,0,0
strinkes,1.95,0,0
strinking,1.8,0,0
strinvect,3.05,0,0
strip,1.6,1964,610
stripe,1.5,187,65
striped,1.85,560,79
stripes,1.7,572,209
stripling,1.85,8,1
striplings,2.8,4,0
stripped,1.75,984,174
stripper,1.8,84,259
strippers,2.2,46,156
stripping,1.8,330,64
strips,1.6,903,81
striptease,3.6,44,33
stripy,1.85,43,7
strireers,2.8,0,0
strit,1.7,0,0
stritches,2.35,0,0
stritching,2.6,0,0
stritchy,2.75,0,0
strite,1.6,0,1
strites,1.7,0,0
strits,1.8,0,0
stritt,1.95,0,0
strive,1.55,357,66
striven,1.8,62,4
strives,1.6,84,10
striving,1.85,388,24
striy,1.8,0,0
strizz,2.4,0,0
strock,1.9,0,0
strocked,2.05,0,0
strod,1.75,0,0
strode,1.85,726,3
stroke,1.7,1644,632
stroked,1.85,529,14
strokes,1.8,714,116
stroking,1.9,358,36
strole,1.75,0,0
stroll,1.85,510,206
strolled,2.05,425,20
strollers,2.65,21,4
strolling,2.3,226,58
strolls,1.85,36,16
stroltease,3.8,0,0
stronching,2.75,0,0
strones,1.9,0,0
strong,1.85,16126,4156
strongbox,3.55,4,16
stronger,2.3,2642,937
strongest,2.7,1019,240
stronghold,3.65,219,24
strongholds,4.05,127,2
strongly,2.6,4590,336
strongwax,3.65,0,0
strontium,3.85,24,3
strontring,3.1,0,0
strop,1.75,14,8
stroper,2,0,0
strophe,2.35,14,0
strophes,2.55,18,0
stropped,1.85,2,0
stroppy,2.5,37,1
strops,1.75,4,0
strore,1.8,0,0
strored,1.9,0,0
strose,1.85,0,0
strospier,2.85,0,0
strossing,2.55,0,0
strost,2,0,0
strotch,2.5,0,0
stroth,1.9,0,0
strothful,3.65,0,0
strots,1.85,0,0
strouachens,4,0,0
strove,1.7,172,7
stroves,1.75,0,0
strubble,2.6,0,0
struck,1.9,4207,805
structones,3.65,0,0
structuced,3.4,0,0
structure,2.65,13791,510
structured,2.9,1434,32
structures,2.8,4495,56
strudel,2.75,12,46
strueboard,3.55,0,0
struelchen,3.75,0,0
struelchened,4.85,0,0
struelchens,4,0,0
struelchest,3.8,0,0
struesly,3,0,0
struffling,2.7,0,0
strufle,2.65,0,0
strufles,2.7,0,0
struggle,2.35,4417,671
struggled,2.35,1351,110
struggles,2.35,850,52
struggling,2.7,1888,302
struging,2,0,0
struling,2,0,0
strull,2,0,0
strullers,2.8,0,0
strulls,2.3,0,0
strum,1.8,21,11
strumbled,2.35,0,0
strumbler,2.55,0,0
strumblers,2.65,0,0
strumbles,2.35,0,0
strumbling,2.5,0,0
strummed,2.45,17,0
strumming,2.5,35,10
strumper,2.35,0,0
strumpest,2.75,0,0
strumpet,2.5,16,24
strumping,2.15,0,0
strums,1.8,3,2
strumy,1.9,0,0
struncher,2.55,0,0
strunches,2.3,0,0
strung,1.8,284,108
strungness,2.9,0,0
strunked,2.55,0,0
strups,1.65,0,0
strureened,3.9,0,0
strurler,2.95,0,0
strurlest,3,0,0
strurs,1.9,0,0
strush,1.95,0,0
strusqueness,4.6,0,0
struss,1.8,0,0
strussed,2.55,0,0
strut,1.8,98,71
strutchly,3.3,0,0
struth,2.05,6,0
strutless,2.9,0,0
strutling,2.6,0,0
strutlings,3.2,0,0
struts,1.85,94,14
strutted,2.5,53,2
strutting,2.5,56,29
struxer,2.75,0,0
struxers,2.85,0,0
strychnine,4.55,34,18
stryielden,4.4,0,0
strylture,3.5,0,0
strynchers,3.2,0,0
strynchy,3.2,0,0
stryoungened,4.95,0,0
strypel,2.8,0,0
stryping,2,0,0
stryremine,4.4,0,0
stryrture,3.5,0,0
stryrtured,3.65,0,0
stuacks,1.95,0,0
stuact,2.45,0,0
stub,1.65,95,46
stubar,2.45,0,0
stubbed,1.85,87,15
stubbier,2.05,3,0
stubbing,1.85,22,3
stubble,2.15,206,16
stubborn,2.95,429,506
stubby,1.95,111,17
stubs,1.65,75,41
stucco,2.7,97,16
stuccoed,2.75,19,0
stuciest,2.35,0,0
stuck,1.6,3518,3283
stucked,1.75,0,4
stucker,1.85,0,0
stucking,1.7,0,0
stuckpen,2.9,0,0
stuckroom,3.35,0,0
stuckrooms,3.45,0,0
stucks,1.65,0,0
stucktan,3,0,0
stud,1.65,377,321
studcock,3.15,0,0
studded,2.05,218,9
studden,2.35,0,0
studding,1.95,13,8
student,2.75,7659,2082
students,2.85,14602,1455
studger,2,0,0
studgest,2.55,0,0
studging,1.85,0,0
studied,2,4049,570
studies,2.1,13670,417
studious,2.65,61,6
studs,1.65,149,47
study,1.85,22188,2397
stuff,1.7,7227,15337
stuffed,1.85,947,417
stuffing,1.85,329,154
stuffs,1.7,56,34
stuffy,1.9,188,144
stug,1.55,0,0
stuggers,2.1,0,0
stuing,1.8,0,0
stuked,1.9,0,0
stul,1.8,0,0
stuling,1.9,0,0
stulled,1.85,0,0
stuller,1.9,0,0
stullers,2,0,0
stulls,1.8,0,0
stumage,2.7,0,0
stumble,1.75,212,99
stumbled,1.8,682,200
stumbles,1.75,44,21
stumbling,2.3,425,51
stuming,1.95,0,0
stumly,1.95,0,0
stumming,1.8,0,0
stummings,2.8,0,0
stump,1.7,288,92
stumped,1.8,102,59
stumping,1.85,31,2
stumps,1.7,213,27
stumpy,1.9,40,4
stun,1.5,85,83
stunch,1.85,0,0
stunchant,3.55,0,0
stunchers,2.65,0,0
stunches,1.85,0,0
stunching,2.15,0,0
stung,1.55,359,75
stunged,1.9,0,0
stungier,2.1,0,0
stuniot,2.85,0,0
stunk,1.45,12,46
stunked,1.85,0,0
stunks,1.75,0,0
stunned,1.8,828,183
stunner,1.9,31,13
stunners,1.95,6,0
stunning,1.85,956,189
stuns,1.5,15,4
stunt,1.65,233,447
stunted,1.85,147,15
stunting,1.85,15,4
stunts,1.8,96,96
stupic,2.5,0,0
stupid,2.2,3296,8456
stupor,2.7,96,18
stupper,1.8,0,0
stups,1.55,0,0
stupton,2.9,0,0
stur,1.6,0,0
sturdier,2.3,13,1
sturdy,1.95,471,69
stured,1.85,0,0
sturgeon,2.7,41,12
sturken,2.75,0,0
sturkened,3,0,0
sturkens,2.8,0,0
sturker,1.95,0,0
sturkest,2.7,0,0
sturs,1.6,0,0
sturtly,2.15,0,0
stush,1.8,0,0
stusia,2.85,0,0
stusial,3,0,0
stusma,2.9,0,0
stusmas,2.9,0,0
stust,1.95,0,0
stusts,1.95,0,0
stut,1.4,0,0
stutes,1.95,0,0
stutling,2,0,0
stuts,1.45,0,0
stutter,1.85,59,92
stuttered,1.85,58,10
stutters,1.85,8,12
sty,1.55,26,19
stygian,2.9,21,0
style,1.7,10725,1474
styled,1.85,254,6
styleless,2.85,5,0
styles,1.7,2007,83
styling,1.95,396,41
stylish,2.6,504,108
stylist,2.45,129,43
stylists,2.6,45,10
stylized,2.65,79,12
stylus,2.2,92,6
styly,1.85,0,0
styme,1.9,0,0
stymed,1.9,0,0
stymes,1.9,0,0
stymie,2.7,7,1
stymied,2.4,23,13
stymping,2,0,0
styp,1.85,0,0
styreer,2.65,0,0
styrene,2.95,17,1
stysiard,3.75,0,0
stysides,2.8,0,0
styx,1.9,17,2
su,1.3,228,57
suagmic,3.3,0,0
suare,1.6,0,0
suasion,2.65,13,0
suaskeur,3.25,0,0
suats,1.65,0,0
suave,1.8,72,34
suavely,2.15,20,0
sub,1.2,536,350
subbed,1.75,10,6
subbing,1.75,13,9
subcorts,2.8,0,0
subdag,2.85,0,0
subdall,3,0,0
subdism,2.8,0,0
subdue,2.55,114,41
subdued,2.7,506,31
subdues,2.7,5,0
subfett,2.75,0,0
subfots,2.8,0,0
subfusc,3.25,6,0
subjalls,3.55,0,0
subject,2.6,18198,1772
subjects,2.65,7727,346
sublease,2.7,20,2
subleased,2.8,3,1
sublet,1.95,35,30
sublime,2.75,277,68
sublools,3.25,0,0
submerge,2.55,39,15
submerged,2.45,407,39
submerse,2.45,6,1
submersed,2.4,4,0
submit,2.4,1238,261
submits,2.5,133,7
subnenge,3.3,0,0
subnerged,2.65,0,0
subnerve,2.65,0,0
subnerved,2.6,0,0
suborn,2.25,4,1
suborned,2.75,8,2
subplayed,3.15,0,0
subplects,2.95,0,0
subplot,2.85,6,6
subplots,2.85,3,1
subro,2.45,0,0
subrone,2.95,0,0
subrort,2.85,0,0
subs,1.15,330,83
subscribe,2.85,368,44
subscribed,2.85,220,15
subscribes,2.7,24,0
subserve,2.65,9,0
subserved,2.6,7,0
subside,2.3,90,20
subsides,2.4,46,11
subsild,2.75,0,0
subsist,2.6,37,3
subsists,2.7,22,0
subsoil,2.9,65,3
subsone,2.8,0,0
subsones,2.85,0,0
subsorts,2.8,0,0
substance,3.25,2197,337
substits,2.85,0,0
substrate,2.95,323,2
substrates,3.1,91,0
substriors,3.8,0,0
substripe,3.2,0,0
substrives,3.1,0,0
substrures,3.65,0,0
subsume,2.65,27,0
subsumed,2.7,163,2
subsumes,2.7,15,1
subtend,2.7,5,0
subtends,2.8,6,0
subtle,1.9,1813,327
subtly,2.2,355,21
subtract,2.85,140,23
subtracts,2.85,8,0
subua,2.45,0,0
subuan,2.5,0,0
suburb,2.55,472,29
suburbs,2.65,669,116
subuse,2.45,0,0
subvert,2.7,112,17
subverts,2.7,20,1
subway,2.65,147,510
subways,2.75,20,29
succeams,2.8,0,0
succeed,2.6,2137,473
succeeds,2.75,410,49
succemns,3.2,0,0
succerb,2.65,0,0
succerced,3.15,0,0
success,2.6,13403,1297
succinct,3.8,111,10
succour,2.8,68,4
succoured,2.95,8,0
succumb,3,176,19
succumbed,3.35,253,31
succumbs,3.1,27,4
such,1.85,75524,13715
suchlike,3.5,63,4
suck,1.1,438,1483
sucked,1.4,628,494
sucker,1.7,122,757
suckers,1.85,74,224
sucking,1.45,450,348
suckle,1.75,42,5
suckled,1.8,28,5
suckles,1.8,7,3
suckling,1.8,85,15
sucklings,2.6,2,0
sucklowed,3.45,0,0
sucks,1.4,124,1188
sucrose,2.85,74,1
suction,1.9,119,194
sudair,2.75,0,0
sudan,1.9,471,0
sudden,1.9,3925,1670
suddles,1.65,0,0
suddy,1.8,0,0
sude,1.6,0,0
sudge,1.6,0,0
suds,1.25,31,22
sudsy,1.95,7,2
sue,1.3,2391,746
sued,1.5,473,242
suede,1.9,291,88
sues,1.35,58,31
suet,1.6,60,11
suffed,1.4,0,0
suffer,1.7,3481,1121
suffered,2.3,5394,644
suffers,1.7,752,173
suffest,2.3,0,0
suffests,2.75,0,0
suffice,2.55,542,50
sufficed,2.6,57,12
suffix,2.7,151,2
suffone,2.9,0,0
suffrage,2.95,377,5
suffrate,2.8,0,0
suffry,2.55,0,0
suffuse,2.6,12,0
suffused,2.6,94,0
sufghur,3.55,0,0
suforal,3,0,0
suftats,2.9,0,0
sug,1,5,5
sugar,1.9,3773,1476
sugared,2.2,46,7
sugars,1.95,152,46
suggest,2.25,8916,1966
suggests,2.7,6722,252
sugman,2.4,0,0
suian,2,0,0
suiges,1.9,0,0
suiners,1.95,0,0
suing,1.7,219,279
suining,1.75,0,0
suinting,1.85,0,0
suiping,1.8,0,0
suiring,1.85,0,0
suirts,1.8,0,0
suise,1.9,0,0
suit,1.55,5043,3188
suitbash,3.6,0,0
suitcase,3.05,585,660
suite,1.6,1480,743
suited,1.8,1606,151
suites,1.7,253,78
suiting,1.85,29,6
suitor,2.3,84,55
suitors,2.45,85,38
suits,1.55,1553,829
suiwure,2.85,0,0
suizes,1.85,0,0
suizing,1.85,0,0
sukers,1.9,0,0
suking,1.8,0,0
sukings,2,0,0
sulcrage,2.95,0,0
suldrades,3.55,0,0
sulely,1.85,0,0
suler,1.85,0,0
sulers,1.9,0,0
sulgrise,3.15,0,0
sulk,1.6,83,38
sulked,1.9,43,1
sulking,1.85,96,55
sulklime,3.25,0,0
sulkmess,2.85,0,0
sulks,1.65,34,6
sulky,1.75,101,10
sulle,1.85,0,0
sulled,1.35,0,0
sullen,2,244,27
sullet,1.7,0,0
sullied,1.9,35,15
sulling,1.35,0,0
sulls,1.2,0,0
sully,1.6,20,15
sulphate,2.8,398,4
sulphates,2.85,30,1
sulphide,2.95,112,3
sulphides,3,46,0
sulphur,2.85,833,29
sulphures,2.45,0,0
sulstiance,3.75,0,0
sultan,2.2,462,82
sultans,2.45,39,4
sultry,2.3,119,12
sults,1.8,0,0
sum,1.3,4409,419
sumarb,2.6,0,0
sumba,1.9,2,0
sumbas,2.1,0,0
sumbo,1.9,0,0
suming,1.9,0,0
summal,2.6,0,0
summals,2.7,0,0
summat,2.6,473,14
summer,1.7,11346,2953
summered,2,5,0
summers,1.75,382,88
summipsed,3.35,0,0
