spell,old20,bnc,subtlex
spitting,1.65,340,188
spittle,2.25,82,11
spittoon,3.2,5,20
spittoons,3.5,5,8
spituate,2.8,0,0
spituates,2.8,0,0
spiv,1.85,13,0
spivelled,2.4,0,0
spiven,2,0,0
spiver,1.8,0,0
spivest,2.25,0,0
spivs,1.8,15,0
spivvy,2.55,8,0
spiy,1.55,0,0
spized,1.7,0,0
splaced,1.75,0,0
splage,1.9,0,0
splagged,2.15,0,0
splain,1.85,0,1
splained,2.1,0,0
splangboards,4.45,0,0
splanging,2.05,0,0
splant,1.8,0,0
splanted,1.9,0,0
splanter,1.95,0,0
splanters,2.05,0,0
splanting,1.95,0,0
splants,1.85,0,0
splash,1.85,540,179
splashed,2,357,30
splashes,1.95,129,21
splashing,2.3,289,49
splashy,2.45,11,8
splat,1.75,35,29
splatter,1.8,32,43
splattered,2.3,74,46
splatters,1.8,4,2
splavel,2.7,0,0
splavelled,3.3,0,0
splavels,2.85,0,0
splaven,2.5,0,0
splawish,3,0,0
splay,1.7,22,3
splayed,1.85,117,2
splaying,1.8,15,0
splays,1.75,6,0
splee,1.9,0,0
spleeds,1.95,0,0
spleen,2.15,150,113
spleens,2.55,6,2
splendid,3,1698,353
splendour,3.85,365,12
splenter,2.45,0,0
splenters,2.5,0,0
splettle,2.9,0,0
splettled,2.95,0,0
splettles,2.95,0,0
splice,1.75,63,17
spliced,1.75,66,15
splicer,2,2,1
splices,1.7,17,4
splicing,2.15,88,12
splide,1.9,0,0
splidge,2.5,0,0
splidged,2.55,0,0
splig,1.9,0,0
splill,2,0,0
splilling,2.45,0,0
splills,2.25,0,0
splingring,2.8,0,0
splinky,2.5,0,0
splinste,2.8,0,0
splinsted,2.85,0,0
splinster,2.55,0,0
splinsters,2.55,0,0
splinstes,2.75,0,0
splint,1.85,29,43
splinter,1.85,145,63
splintered,2.75,120,12
splinters,2,132,39
splints,1.85,39,14
splireboard,4.05,0,0
splishes,2.5,0,0
splishing,2.5,0,0
splishold,3.9,0,0
split,1.7,3961,1794
splits,1.75,280,77
splitsaid,3.8,0,0
splitting,2.15,608,188
splodge,2.45,15,0
splodged,2.45,3,0
splodges,2.55,14,0
splomers,2.9,0,0
sploming,2.45,0,0
splot,1.75,0,0
splotch,2.6,4,4
splots,1.8,0,0
sploughluts,4.75,0,0
sploughott,4.3,0,0
splowband,3.95,0,0
splowbards,3.95,0,0
splubbing,2.65,0,0
spludded,2.7,0,0
spludder,2.8,0,0
spludders,2.8,0,0
spludding,2.65,0,0
splunge,2.25,0,0
splurge,2.45,32,17
splurged,2.2,2,9
splurled,2.5,0,0
splushes,2.2,0,0
splusses,2.75,0,0
splutch,2.8,0,0
splutter,2,44,1
spluttered,2.35,136,1
splutters,2,27,11
spluzes,2.65,0,0
spluzing,2.65,0,0
spoc,1.9,0,0
spocal,2.45,0,0
spocen,2.2,0,0
spocist,2.85,0,0
spocked,1.7,0,0
spocks,1.65,0,0
spode,1.8,13,1
spoffin,2.75,0,0
spoffon,2.9,0,0
spog,1.8,0,0
spoil,1.8,645,574
spoilage,2.95,11,0
spoiled,1.9,428,413
spoiler,2.1,32,6
spoilers,2.25,12,5
spoiling,1.95,219,77
spoilless,2.85,0,0
spoils,1.8,223,89
spoilspace,4.3,0,0
spoilsport,4,23,6
spoilsports,4.5,4,2
spoilt,1.85,375,24
spoing,1.9,0,0
spointy,2.35,0,0
spoke,1.6,7023,1945
spoken,1.9,3669,949
spokes,1.65,147,12
spokeshave,4.35,10,0
spokeshaves,4.5,4,0
spokesman,3.15,3965,58
spokesmen,3.25,268,8
spolding,1.95,0,0
spoles,1.75,0,0
spolissed,3.15,0,0
spolled,1.8,0,0
spollful,3.2,0,0
spolls,1.75,0,0
spolt,1.7,0,0
spom,1.85,0,0
spombled,2.85,0,0
spombling,2.85,0,0
spome,1.8,0,0
spomethorts,4.85,0,0
spomics,2.85,0,0
sponce,1.85,0,0
spondal,2.75,0,0
sponds,1.9,1,0
spondy,1.95,0,0
spone,1.6,0,0
spones,1.7,0,0
sponge,1.8,493,261
sponged,1.8,22,9
sponger,1.75,7,3
spongers,1.9,8,2
sponges,1.8,121,54
sponging,1.95,44,12
spongy,1.9,66,11
sponing,1.85,0,0
sponk,1.85,0,0
sponnel,2.4,0,0
sponners,1.9,0,0
sponnish,2.95,0,0
sponso,2.35,0,0
sponsor,2.7,733,268
sponsored,3.2,1593,95
sponsors,2.7,790,94
sponsos,2.7,0,0
spontic,2.8,0,0
spoobed,1.85,0,0
spoochlier,3.75,0,0
spoodier,2.25,0,0
spoods,1.7,0,0
spoof,1.7,62,9
spoofed,1.85,0,1
spoofing,1.9,4,0
spoofs,1.7,4,0
spook,1.6,37,128
spooked,1.9,29,100
spooker,1.85,0,0
spooks,1.7,20,60
spooky,1.9,131,168
spool,1.6,55,19
spools,1.6,23,8
spoomed,1.85,0,0
spooms,1.75,0,0
spoon,1.65,829,342
spoonback,4,0,0
spoonbacks,4.25,0,0
spoonboard,3.8,0,0
spooned,1.8,62,7
spooner,1.85,60,0
spoonful,2.65,122,30
spoonfuls,3.1,45,5
spoongage,3.7,0,0
spoonhouse,3.65,0,0
spooning,1.85,42,16
spoonness,2.95,0,0
spoons,1.7,184,98
spoonsless,3.6,0,0
spoonvols,3.7,0,0
spoor,1.7,24,7
spoorer,1.95,0,0
spoors,1.75,0,0
spoory,1.85,0,0
spooscul,3.65,0,0
spooted,1.6,0,0
spooving,1.85,0,0
spop,1.7,0,0
spope,1.75,0,0
spophnard,3.95,0,0
spopped,1.75,0,0
spops,1.7,0,0
sporade,2.65,0,0
spore,1.4,27,7
sporers,1.85,0,0
spores,1.45,171,22
sporking,1.85,0,0
sporm,1.8,0,0
sporos,1.9,0,0
sporran,2.85,12,2
sporried,2.5,0,0
sporry,1.9,0,0
sport,1.5,4548,939
sported,1.7,153,1
sporter,1.6,0,0
sportier,1.9,10,0
sporting,1.7,1510,145
sportive,2.7,7,3
sports,1.5,4416,1165
sportsman,2.95,201,29
sportsmen,2.9,274,12
sportway,2.9,0,0
sporty,1.75,81,21
spossels,2.8,0,0
spossing,2,0,0
spost,1.8,0,0
sposter,1.85,0,0
spot,1.4,4869,2972
spotch,1.9,0,0
spotless,2.75,127,55
spotlight,3.2,417,137
spotlights,3.35,100,8
spoton,2,0,0
spots,1.45,1289,503
spotted,1.65,1644,500
spotter,1.6,37,38
spotters,1.7,35,6
spotting,1.7,249,32
spotty,1.85,113,21
spough,1.9,0,0
spoughed,2.55,0,0
spoughing,2.55,0,0
spoughwork,4.45,0,0
spoundam,3.35,0,0
spourt,1.85,0,0
spouse,1.85,633,96
spouses,1.85,235,29
spout,1.55,130,50
spouted,1.65,28,3
spouthening,3.6,0,0
spouting,1.7,43,31
spouts,1.6,35,3
spove,1.8,0,0
spow,1.6,0,0
spowed,1.7,0,0
spowls,1.85,0,0
spown,1.8,0,0
spows,1.6,0,0
spoyes,1.9,0,0
spoying,1.9,0,0
spoyy,2,0,0
sprafing,1.9,0,0
spraft,1.95,0,0
sprafts,2.1,0,0
sprage,2,0,0
spraged,1.95,0,0
sprain,1.9,35,38
sprained,1.95,61,77
spraining,2.1,4,0
sprains,1.9,23,8
spralvom,3.8,0,0
sprang,1.9,657,38
sprant,1.85,0,0
spranter,2.35,0,0
spranters,2.4,0,0
sprarks,2.25,0,0
sprarmed,2.55,0,0
sprash,1.95,0,0
spraster,2.7,0,0
sprasters,2.7,0,0
sprasting,2.65,0,0
sprat,1.7,30,2
sprats,1.75,11,0
spraving,1.95,0,0
spraw,1.8,0,0
sprawl,1.9,103,6
sprawled,2.25,268,12
sprawling,2.35,245,7
sprawls,2,12,1
spray,1.65,1009,459
sprayed,1.75,339,89
sprayer,1.85,48,6
sprayers,2.25,16,0
spraying,1.8,308,58
sprays,1.7,218,19
spread,1.95,6324,1274
spreadcare,3.75,0,0
spreader,2.4,29,33
spreaders,2.5,15,2
spreading,2.2,1400,327
spreadlime,3.75,0,0
spreads,1.95,477,112
sprealing,2.2,0,0
sprealman,3.85,0,0
sprealmate,3.95,0,0
sprealmates,4.05,0,0
spreaner,2.65,0,0
spreans,1.95,0,0
spreap,2.2,0,0
spreapence,3.8,0,0
spreas,1.85,0,0
spree,1.9,189,98
spreen,1.75,0,0
sprees,1.9,15,6
sprig,1.8,62,12
spriger,2.2,0,0
sprigged,2.7,19,0
sprightly,2.95,79,7
sprigs,1.8,80,3
sprill,1.9,0,0
sprilled,1.9,0,0
sprindsok,3.75,0,0
sprindsoks,4,0,0
spring,1.5,5983,1345
springage,3.05,0,0
springboard,4.05,152,4
springboards,4.3,6,1
springbok,3.45,76,1
springboks,3.6,100,0
springe,1.8,0,0
springing,1.85,252,40
springs,1.75,944,106
springtime,3.35,110,60
springy,1.85,100,5
sprinkle,2.45,318,58
sprinkled,2.4,197,24
sprinkler,2.5,92,40
sprinklers,2.6,49,46
sprinkles,2.35,6,39
sprinkling,2.55,176,18
sprins,1.6,0,0
sprint,1.75,358,34
sprinted,1.9,99,0
sprinter,1.8,167,5
sprinters,2.1,69,5
sprinting,1.9,94,9
sprints,1.75,29,20
spripes,1.9,0,0
sprires,1.9,0,0
sprit,1.55,5,1
sprite,1.8,43,9
sprites,1.85,38,3
sprithtike,3.9,0,0
sprits,1.55,0,2
spritsail,3.75,7,1
spritted,2.1,0,0
spritting,2.1,0,0
sprive,1.85,0,0
spro,1.9,0,0
sprocket,2.7,16,10
sprockets,2.7,4,9
spromming,2.8,0,0
sprot,1.8,0,0
sproughlut,4.25,0,0
sproughpay,4.5,0,0
sproundly,3.4,0,0
sprout,1.9,146,37
sprouted,2.25,90,13
sprouting,2.4,140,13
sprouts,1.95,201,83
sprove,1.85,0,0
sprovine,2.85,0,0
sprowls,2.25,0,0
spruce,1.95,288,48
spruced,2.25,15,8
spruces,2.15,5,0
sprucing,2.4,12,13
sprude,1.9,0,0
sprug,1.85,0,0
sprugers,2.75,0,0
sprugged,2.3,0,0
spruging,2.35,0,0
sprulling,2.5,0,0
sprumbi,3,0,0
sprumbus,3.4,0,0
sprung,1.85,366,126
sprunk,1.85,0,0
sprunt,1.9,0,0
sprurging,2.45,0,0
sprush,2.25,0,0
sprushings,3.4,0,0
sprut,1.75,0,0
sprute,1.9,0,0
spruts,1.75,0,0
sprutter,2.25,0,0
spruttered,2.55,0,0
sprutters,2.3,0,0
spry,1.8,38,30
spryly,2.5,2,0
spu,1.7,0,0
spubbing,2.05,0,0
spuck,1.7,0,0
spucking,1.9,0,0
spud,1.65,35,30
spuddle,2.2,0,0
spuddles,2.15,0,0
spudged,1.95,0,0
spudgers,2.75,0,0
spudging,1.95,0,0
spudgings,2.9,0,0
spudless,2.75,0,0
spudlight,3.45,0,0
spuds,1.7,69,13
spudvy,2.55,0,0
spuect,2.45,0,0
spuff,1.8,0,0
spug,1.65,0,0
spuggy,2.4,0,0
spuhal,2.8,0,0
spuine,1.95,0,0
spuips,2,0,0
spules,1.95,0,0
spulit,2.2,0,0
spulks,1.9,0,0
spulla,2.45,0,0
spullthrift,5.1,0,0
spullthrifts,5.5,0,0
spult,1.85,0,0
spumb,1.95,0,0
spume,2,36,0
spump,1.75,0,0
spums,1.75,0,0
spun,1.5,695,81
spunch,1.95,0,0
spunelves,3.7,0,0
spunemns,3.75,0,0
spung,1.65,0,0
spunk,1.6,84,54
spunker,1.9,0,0
spunky,1.95,15,24
spunmey,2.85,0,0
spunters,1.8,0,0
spunting,1.8,0,0
spunty,1.95,0,0
spupa,1.95,0,0
spuping,2,0,0
spur,1.6,482,66
spurers,2,0,0
spuring,1.7,0,0
spurious,2.6,273,5
spurled,1.8,0,0
spurn,1.75,47,9
spurned,1.9,110,11
spurning,1.9,16,1
spurns,1.85,15,2
spurred,1.75,290,15
spurring,1.75,29,3
spurs,1.55,752,85
spurt,1.75,117,19
spurtbound,3.65,0,0
spurted,1.85,61,1
spurting,1.85,47,10
spurtly,2.1,0,0
spurtness,2.5,0,0
spurts,1.8,42,7
spush,1.85,0,0
spushed,1.9,0,0
spuss,1.85,0,0
spustrards,3.85,0,0
spusty,2,0,0
sput,1.35,0,0
sputmok,3.35,0,0
sputnags,3.55,0,0
sputnik,2.85,39,2
sputniks,3.35,5,0
sputted,1.7,0,0
sputter,1.65,9,6
sputtered,1.75,12,0
sputting,1.7,0,0
sputum,3,70,12
spuvem,2.9,0,0
spux,1.85,0,0
spy,1.5,730,917
spyd,1.85,0,0
spyest,2.1,0,0
spyfloss,3.7,0,0
spyglass,3.55,14,11
spying,1.7,238,258
spyleak,2.95,0,0
spymess,2.85,0,0
spyntal,2.9,0,0
spypost,2.95,0,0
spypt,2.1,0,0
spysleet,3.85,0,0
squab,1.75,10,15
squabble,2.6,78,23
squabbled,2.65,20,0
squabbles,2.7,81,8
squabbling,2.85,117,15
squabs,1.75,0,4
squacked,2.1,0,0
squacks,1.9,0,0
squad,1.7,2548,879
squadron,3.1,1266,163
squadrons,3.35,191,27
squads,1.7,322,90
squaff,1.95,0,0
squaffed,2.45,0,0
squagbons,3.6,0,0
squaggling,2.75,0,0
squailed,2.25,0,0
squailing,2.35,0,0
squake,1.9,0,0
squaked,1.8,0,0
squakes,1.9,0,0
squalid,2.5,157,15
squall,1.9,64,19
squalled,2,1,1
squalling,2.35,13,6
squalls,1.9,51,2
squally,2.1,13,1
squalm,1.9,0,0
squalms,2.1,0,0
squalor,2.6,192,14
squander,2.35,47,29
squandered,2.65,124,29
squanders,2.4,8,1
squard,1.85,0,0
square,1.8,7075,1176
squared,1.8,721,114
squarely,2.55,262,34
squareness,2.9,7,0
squarer,1.85,19,0
squares,1.75,933,100
squaring,1.95,76,9
squark,1.85,0,0
squash,1.9,626,201
squashed,2.1,258,47
squashes,2.15,14,1
squashing,2.35,46,15
squashmess,3.5,0,0
squashy,2.6,21,2
squat,1.8,401,146
squats,1.8,61,12
squatson,2.85,0,0
squatted,2.2,208,4
squatter,2,55,12
squatters,2.1,144,21
squatting,2.4,234,38
squave,1.9,0,0
squaw,1.75,19,58
squawk,2,52,64
squawked,2.4,41,5
squawking,2.65,53,62
squawks,2.2,16,26
squaws,1.7,3,19
squay,1.75,0,0
squckers,2.25,0,0
squcking,1.9,0,0
squd,1.75,0,0
squeak,2.05,195,74
squeaked,2.2,107,9
squeaking,2.5,70,71
squeaks,2,73,41
squeaky,2.45,97,71
squeal,2.05,125,119
squealed,2.3,118,27
squealer,2.2,3,30
squealers,2.5,4,5
squealing,2.6,117,107
squeals,1.95,49,61
squeamish,3.55,66,44
squeans,2.2,0,0
squeegee,2.8,16,10
squeegees,3.1,4,0
squeered,2.1,0,0
squeeze,2.55,1017,634
squeezed,2.3,1014,114
squeezer,2.4,11,6
squeezes,2.45,59,28
squeezing,2.75,348,98
squelch,2.85,21,11
squelching,3.15,39,3
squench,2.7,0,0
squeue,2.5,0,0
squeued,2.55,0,0
squib,1.85,29,8
squibs,1.85,10,14
squiced,2,0,0
squiche,2.75,0,0
squiching,2.65,0,0
squid,1.8,155,112
squidgy,2.7,73,0
squids,1.8,19,5
squiffs,2.1,0,0
squiffy,2.7,9,2
squiggle,2.65,9,2
squiggles,2.65,32,4
squild,2.1,0,0
squileing,2.7,0,0
squilmy,2.7,0,0
squilt,1.85,0,0
squing,1.9,0,0
squint,1.8,94,49
squinted,1.95,157,4
squintes,2.1,0,0
squinting,2.3,108,12
squints,1.8,16,4
squinty,2.35,4,6
squip,1.8,0,0
squips,1.8,0,0
squire,1.65,326,61
squired,1.75,3,2
squires,1.7,161,5
squirk,1.8,0,0
squirm,2.05,61,42
squirmed,2.4,113,2
squirming,2.7,80,34
squirms,2.2,13,2
squirrel,2.55,237,240
squirrels,2.85,159,91
squirt,1.8,101,120
squirted,1.9,55,15
squirting,2.25,29,23
squirtly,2.6,0,0
squirts,1.8,37,34
squise,1.95,0,0
squisid,2.85,0,0
squisor,2.9,0,0
squite,1.85,0,0
squites,1.9,0,0
squizer,2.65,0,0
squizers,2.8,0,0
squizzed,2.6,0,0
squnches,2.1,0,0
squnching,2.35,0,0
squoits,2.4,0,0
squrenee,3.25,0,0
squrenees,3.2,0,0
squsher,2.35,0,0
squskier,2.6,0,0
squsted,2,0,0
squsting,2,0,0
squtched,2.55,0,0
squtches,2.25,0,0
squters,2.1,0,0
squting,2,0,0
squtings,2.65,0,0
squtted,1.9,0,0
squtter,1.8,0,0
squtters,1.8,0,0
squtting,1.85,0,0
srine,1.6,0,0
srinn,2,0,0
srinns,2,0,0
stab,1.55,428,389
stabbed,1.75,739,461
stabbered,2.6,0,0
stabbers,2.1,3,1
stabbing,1.8,279,104
stabers,1.85,0,0
stabing,1.6,0,1
stable,1.6,3414,648
stabled,1.6,77,4
stables,1.6,616,142
stabling,1.7,40,0
stably,1.95,20,1
stabs,1.55,56,23
staccing,1.95,0,0
stacic,2.3,0,0
stack,1.35,708,279
stacked,1.6,498,100
stacking,1.55,162,41
stackly,1.9,0,0
stacks,1.5,291,86
stacksman,3.15,0,0
stacky,1.75,0,0
stacturs,2.8,0,0
stadge,1.9,0,0
stadged,1.95,0,0
stadia,2.6,63,0
stadium,2.65,957,185
stadiums,2.9,58,10
staf,1.75,0,0
stafer,1.8,0,0
staff,1.85,22723,1457
staffed,1.95,359,9
staffing,1.95,780,13
staffs,1.85,230,6
staft,1.85,0,0
stag,1.4,308,72
stage,1.4,16565,2193
stagecoach,4.65,78,42
staged,1.6,956,111
stager,1.6,55,0
stagers,1.8,6,0
stages,1.45,4151,145
stagestruck,4.9,7,2
stagged,1.65,0,0
stagger,1.8,137,27
staggered,2.5,643,25
staggers,1.85,44,12
staging,1.7,539,97
stagings,2.05,8,0
stagnant,2.85,226,12
stagnate,2.7,40,4
stags,1.35,108,4
stagy,1.8,6,2
staid,1.75,82,2
stailers,1.95,0,0
stain,1.65,504,307
stainbase,3.6,0,0
stained,1.95,1017,71
staining,1.95,548,13
stainless,2.4,309,31
stainpay,3,0,0
stainpays,3.5,0,0
stains,1.75,319,197
stair,1.75,369,67
staircase,3.55,922,89
stairer,2,0,0
stairhulls,4.1,0,0
stairing,1.85,0,2
stairs,1.8,3647,1167
stairway,2.9,197,68
stairways,3.05,50,4
stairwell,3.75,115,105
stairwells,3.8,10,15
staistnen,3.9,0,0
stak,1.45,0,1
stake,1.3,2125,819
staked,1.35,106,71
stakes,1.4,972,233
staking,1.35,68,40
stal,1.55,1,1
stale,1,408,134
staled,1.25,4,0
stalemate,3.2,192,21
stalemates,3.25,5,0
staleness,2.3,18,1
staler,1.55,4,1
stales,1.05,3,0
stalfloach,4.9,0,0
staling,1.3,3,0
stalk,1.65,232,81
stalked,1.7,212,77
stalker,1.75,68,155
stalkers,1.85,20,16
stalking,1.75,193,256
stalkmess,2.9,0,0
stalks,1.75,257,46
stall,1.65,857,372
stalldess,2.75,0,0
stalled,1.75,182,78
stalling,1.7,124,178
stallion,2.55,232,110
stallions,2.55,86,15
stalls,1.75,706,49
stalmers,1.9,0,0
stalmes,1.95,0,0
stalming,1.85,0,0
stalms,1.85,0,0
stalpirts,3.4,0,0
stalsirt,3.05,0,0
stalt,1.65,0,0
stalting,1.7,0,0
stalts,1.7,0,0
staltzed,2.5,0,0
stalve,1.8,0,0
stalwart,2.95,153,20
stalwarts,3.4,92,0
stam,1.4,0,0
stamb,1.9,0,0
stame,1.45,0,0
stamens,1.95,36,1
stames,1.45,0,0
stammer,1.95,82,13
stammered,2.35,143,6
stammers,1.95,9,9
stamp,1.7,1436,275
stamped,1.7,737,72
stampede,2.45,63,54
stampelled,3.15,0,0
stampels,2.55,0,0
stamping,1.75,295,25
stamps,1.7,688,255
stams,1.45,0,0
stance,1.9,1745,93
stancer,1.8,0,0
stances,1.9,125,5
stanch,1.8,1,1
stanched,1.8,0,0
stanchion,2.85,27,2
stanchions,3.25,23,0
stand,1.75,11065,9252
standard,2.75,12750,738
standards,2.8,9644,348
standblips,3.75,0,0
standby,2.4,317,116
standbys,2.75,14,5
standcope,3.55,0,0
standing,1.9,10172,3712
standpipe,3.1,8,4
standpipes,3.2,7,0
standpoint,3.45,307,68
standpoints,3.75,35,1
standraint,3.6,0,0
standraints,3.9,0,0
stands,1.85,3618,1039
standstill,3.95,263,25
standures,2.9,0,0
standwapes,3.7,0,0
staned,1.55,0,0
stanflight,3.75,0,0
stangroods,3.9,0,0
stank,1.45,98,38
stanked,1.75,0,0
stanny,2,0,0
stanse,1.95,0,0
stansee,2.85,0,0
stansemns,3.75,0,0
stansim,3,0,0
stants,1.7,0,0
stanty,1.9,0,0
stanwus,2.8,0,0
stanza,2.6,131,2
stanzas,2.8,64,4
staple,1.75,348,50
stapled,1.7,34,24
stapler,1.7,13,41
staplers,1.9,6,2
staples,1.7,195,19
stapling,1.75,22,8
stappast,3,0,0
stapped,1.5,0,0
staps,1.3,0,0
star,1.25,6637,3118
starbim,2.9,0,0
starboard,2.7,181,268
starch,1.85,135,63
starched,1.85,91,13
starches,1.85,18,3
starchy,2.35,44,10
starders,1.85,0,0
starding,1.7,0,0
stardom,3,133,29
stards,1.75,0,0
stardust,2.9,78,15
stare,1.1,1181,483
starecrags,3.9,0,0
stared,1.15,4630,122
stares,1.2,220,66
starfish,2.8,99,23
starge,1.8,0,0
staring,1.15,2911,1158
stark,1.5,866,49
starked,1.55,0,0
starker,1.85,16,0
starkers,1.85,11,4
starkest,2,13,0
starkly,2.1,143,1
starless,1.95,14,2
starlet,1.85,44,26
starlets,1.9,20,7
starlight,2.9,78,33
starling,1.4,55,2
starlings,2,128,4
starlit,2.6,21,6
starlowed,2.85,0,0
starmnent,3.3,0,0
starmnents,3.75,0,0
starmpood,3.75,0,0
starnost,2.85,0,0
starp,1.6,0,0
starpeard,3,0,0
starped,1.75,0,0
starps,1.7,0,0
starred,1.65,218,35
starring,1.6,451,113
starry,1.95,79,31
stars,1.15,4003,1884
starse,1.8,0,0
start,1.65,23726,15866
started,1.65,17477,9440
starter,1.8,454,132
starters,1.9,227,182
starting,1.65,6415,3233
startle,1.9,67,59
startled,1.95,931,117
startles,1.9,6,4
startling,1.9,671,64
starts,1.75,4079,2235
startweds,2.8,0,0
starty,1.85,0,0
starve,1.8,275,299
starved,1.75,345,227
starveling,2.75,14,0
starvelings,3.55,3,0
starves,1.75,9,6
starving,1.8,649,829
stase,1.65,0,0
stased,1.65,0,0
stash,1.8,37,244
stashed,1.8,59,137
stashing,1.85,6,9
stasiyas,3.4,0,0
stask,1.7,0,0
stasp,1.9,0,0
stasple,2.45,0,0
staspled,2.35,0,0
stasples,2.35,0,0
stasps,1.95,0,0
stasser,2,0,0
stassers,2.25,0,0
stast,1.9,0,0
staste,1.9,0,0
statch,1.75,0,0
statched,1.8,0,0
state,1.35,39112,3976
statecraft,4.3,14,1
stated,1.4,5170,182
stateheam,3.75,0,0
statehood,3.7,73,16
stateless,2.45,41,5
stately,2,383,23
statement,2.75,9854,1483
statements,3.05,4136,272
stateroom,3.1,20,38
staterooms,3.2,16,3
states,1.3,18010,545
stateside,3.55,51,47
statesman,3,290,30
statesmen,2.8,161,12
statewade,3.75,0,0
stath,1.85,0,0
stathes,1.8,0,0
static,1.95,1211,199
statics,2.2,8,0
stating,1.5,1010,87
station,1.95,10169,3606
stationed,2.55,550,164
stationer,2.7,38,0
stationers,3.05,67,0
stations,1.95,3704,622
statpled,2.3,0,0
statsmaged,3.95,0,0
statue,1.75,932,434
statues,1.8,493,96
stature,2.25,407,84
status,1.85,8656,687
statute,2.45,1557,87
statutes,2.5,631,28
staud,1.85,0,0
stauge,1.95,0,0
staughtmess,3.9,0,0
staul,1.95,0,0
stauls,1.95,0,0
staunch,2.35,234,17
staunchest,2.6,22,2
staunching,2.75,10,1
staunchly,2.95,69,5
staunchness,3.3,4,0
staunchy,2.4,0,0
staused,2,0,0
stauzes,2.25,0,0
stauzing,2,0,0
stavall,2.9,0,0
stave,1.4,158,17
stavenged,2.7,0,0
staves,1.45,83,5
stavette,2.95,0,0
stawed,1.5,0,0
stawl,1.9,0,0
stawled,1.8,0,0
stawned,1.9,0,0
stawns,1.9,0,0
staws,1.6,0,0
stawse,1.95,0,0
stay,1.4,12516,20425
stayed,1.55,4355,1640
stayer,1.75,20,2
stayers,1.85,13,0
stayes,1.5,0,0
staying,1.5,2922,2936
stayings,1.85,0,0
stayoring,2.8,0,0
stays,1.5,952,955
staze,1.7,0,0
stazed,1.7,0,0
stead,1.75,290,44
steadfast,3.65,54,22
steadgist,3.1,0,0
steadied,2.45,153,0
steadier,1.85,26,6
steadies,2.3,7,5
steadth,2.65,0,0
steady,1.9,2898,741
steaing,1.85,0,0
steak,1.6,481,742
steaken,2.1,0,0
steakened,2.9,0,0
steakens,2.55,0,0
steakest,2.35,0,0
steaking,1.7,0,0
steakness,2.7,0,0
steaks,1.7,175,184
steal,1.65,909,2600
stealing,1.75,940,1132
steals,1.75,119,214
stealth,2.65,170,80
stealthy,2.75,49,14
stealure,2.95,0,0
stealured,3,0,0
steam,1.55,2864,606
steamboat,3.35,24,22
steamboats,3.45,10,3
steamed,1.8,231,93
steamer,1.75,212,45
steamers,1.85,85,8
steaming,1.8,416,98
steams,1.6,34,7
steamship,3.4,55,19
steamships,3.7,23,2
steamy,1.8,119,41
steanier,2.05,0,0
steap,1.65,0,0
steaps,1.7,0,0
stearchest,2.75,0,0
stearching,2.7,0,0
stearchly,2.95,0,0
steared,1.65,0,0
stears,1.45,0,0
steashman,3.7,0,0
steasing,1.85,0,0
steatly,2.2,0,0
steatnent,3.6,0,0
steatnents,3.9,0,0
steats,1.6,0,0
stebes,2,0,0
stebs,1.7,0,0
steces,2,0,0
steciocs,2.95,0,0
steck,1.7,0,0
stecked,1.85,0,0
stecking,1.85,0,0
steckle,2,0,0
steckles,2,0,0
stedding,1.85,0,0
stedle,1.95,0,0
steds,1.5,0,0
steech,1.9,0,0
steecle,2.5,0,0
steed,1.55,159,50
steedle,2.3,0,0
steeds,1.7,35,5
steek,1.65,0,0
steeking,1.75,0,0
steeks,1.65,0,0
steekwolds,4.1,0,0
steel,1.7,4090,790
steeled,1.9,56,4
steeling,1.8,33,3
steels,1.7,45,5
steelworks,3.7,91,3
steely,1.85,150,8
steemed,1.6,0,0
steep,1.5,1609,122
steeped,1.7,146,15
steepen,1.85,7,0
steepened,2.75,16,0
steepens,2.25,10,0
steeper,1.8,168,7
steepest,2.2,56,3
steeping,1.7,14,0
steeple,2.05,108,21
steeples,2.15,12,4
steeply,2.05,340,0
steepness,2.55,30,0
steeps,1.55,1,0
steer,1.65,566,260
steerage,2.65,33,7
steered,1.8,328,36
steering,1.8,1092,197
steers,1.65,112,44
steersman,3.45,29,0
stees,1.25,0,0
steesing,1.85,0,0
steeson,2.6,0,0
steeted,1.75,0,0
steeties,2.4,0,0
steeting,1.7,0,0
steetise,2.85,0,0
steets,1.55,0,0
steetship,3.8,0,0
steetships,3.8,0,0
steety,1.9,0,0
stein,1.8,310,9
steins,1.8,12,6
steke,1.85,0,0
stelae,2.3,4,0
stele,1.75,14,2
stellar,2.65,102,36
stels,1.65,0,0
stelte,1.85,0,0
stem,1.65,1270,112
stemby,2.6,0,0
stemcons,2.9,0,0
stemed,1.75,0,0
stemmed,1.95,338,3
stemming,1.95,237,11
stempage,2.95,0,0
stemper,1.85,0,0
stempers,2,0,0
stemping,1.7,0,0
stempings,2.6,0,0
stempling,2.25,0,0
stems,1.65,1009,49
stench,1.9,290,101
stenches,1.9,5,0
stencil,2.75,80,9
stencilled,3.7,62,0
stencilling,3.8,17,1
stencils,2.75,26,7
stenged,2,0,0
stenned,1.95,0,0
step,1.55,8826,4533
stepchild,3.75,6,6
steph,1.85,18,0
steppe,2,46,3
stepped,1.8,2990,638
steppes,2,64,3
stepping,1.9,1096,328
steps,1.55,6936,1201
stepscald,3.95,0,0
